missing,4.754844431081873e-5,4.757459659515684e-5,4.765755232760682e-5,4.8266362272286756e-5,4.767892742363333e-5,4.78054920524662e-5,4.7933120641996396e-5,4.7912345815803725e-5,4.7830270191673296e-5,4.807405813012089e-5,4.812970969492181e-5,4.814773916228532e-5,4.81366109767456e-5,4.8289372823140386e-5,4.834863946012735e-5,4.839679934276475e-5,4.841730387866727e-5,4.844575962414943e-5
4.721416485103935e-5,missing,4.712648351851145e-5,4.7650545731858784e-5,4.8339313704182096e-5,4.7849051976023294e-5,4.782913967960045e-5,4.794441363070723e-5,4.753023379733268e-5,4.802583833307672e-5,4.801341423127381e-5,4.81347769305529e-5,4.81729650865792e-5,4.820575795366766e-5,4.832762886353148e-5,4.8389140504701e-5,4.856602220237871e-5,4.849494013953182e-5,4.856843663686439e-5
4.749630092698576e-5,missing,4.862730155358319e-5,4.76089622336584e-5,4.769428352324745e-5,4.765974884873847e-5,4.786687643926202e-5,4.7984267751155496e-5,4.790608475924163e-5,4.812977944040897e-5,4.8236306437132725e-5,4.8303448032083196e-5,4.823802306680447e-5,4.832107481822501e-5,4.8420549388639156e-5,4.8439607097328086e-5,4.84732956883005e-5,4.856830414090574e-5,4.8590769939627076e-5
missing,missing,4.763243530103711e-5,4.765503172138308e-5,4.763129399582011e-5,4.7859301087915807e-5,4.805075950869986e-5,4.8093368958224136e-5,4.8113894049683914e-5,4.807953649987873e-5,4.823355932581652e-5,4.833556892891444e-5,4.8379150753175004e-5,4.841480284301092e-5,4.852981408476342e-5,4.8534359871010846e-5,4.86147788684721e-5,4.86353434243636e-5,4.8716608168353215e-5
4.749345515897563e-5,4.8846381408007566e-5,4.81070508578374e-5,4.766509172482447e-5,4.7741991463012834e-5,4.790545006105873e-5,4.802236112094738e-5,4.798373393788413e-5,4.8179277302828893e-5,4.822104632989932e-5,4.822073895249801e-5,4.832144827698892e-5,4.843368144252791e-5,4.851561301366658e-5,4.8587915050413155e-5,4.862618882384151e-5,4.866252940616267e-5,4.873023383722419e-5,4.8802272501702326e-5
4.749278993160244e-5,4.755779991283404e-5,4.7122893080842054e-5,4.765890155522534e-5,4.782441960654582e-5,4.792966530026144e-5,4.803491742044752e-5,4.797288824193169e-5,4.818362298125711e-5,4.8205213684981985e-5,4.830671550865029e-5,4.834523065627705e-5,4.84369278087593e-5,4.87146602023425e-5,4.869553374453606e-5,4.867869028640781e-5,4.878785568002142e-5,4.8823397848674066e-5,4.889626792037305e-5
4.7524889974670526e-5,4.7599225678263135e-5,4.760107361040378e-5,4.7731040731024965e-5,4.793700543670454e-5,4.7903735889975874e-5,4.797810925399881e-5,4.807693345598718e-5,4.823033213136041e-5,4.832372441476718e-5,4.8310742723434164e-5,4.850153971169835e-5,4.8581151406212886e-5,4.86606825153002e-5,4.866040068113309e-5,4.877858383162126e-5,4.890783948330313e-5,4.8972777795031064e-5,4.894726483589684e-5
4.7493338791559925e-5,4.745464541605626e-5,4.7681894233875255e-5,4.7596051147125173e-5,4.78134823747034e-5,4.773042744188327e-5,4.8179647606005904e-5,4.805765603521639e-5,4.825018342557996e-5,4.831304800179126e-5,4.8437345874008386e-5,4.8562806344409903e-5,4.863119196424348e-5,4.873320722648122e-5,4.881791482452824e-5,4.8915958502981916e-5,4.8953389146844106e-5,4.8988308862629726e-5,4.9107802969738934e-5
4.7517789607876004e-5,4.766292783559001e-5,4.831436202373807e-5,4.822235508217254e-5,4.783750651865537e-5,4.803014129639571e-5,4.8182917345374054e-5,4.830574548980726e-5,4.830233597197253e-5,4.852525856069434e-5,4.85121412647227e-5,4.864499613782547e-5,4.8746940635557845e-5,4.8815421933412484e-5,4.8900585699729326e-5,4.892104583964496e-5,4.906275069577193e-5,4.910746573311142e-5,4.9213066536990535e-5
4.7579607833747595e-5,missing,4.9585592907963605e-5,4.7544642365837664e-5,4.800593135273479e-5,4.8059831345259596e-5,4.786744869650361e-5,4.83295621787061e-5,4.847729155332825e-5,4.852158366402959e-5,4.863005479432969e-5,4.856621450410881e-5,4.8857240560085113e-5,4.890839983523465e-5,4.892851591287162e-5,4.9133789412236784e-5,4.9224420367366406e-5,4.920496559818188e-5,4.93439376212379e-5
